Partition,Algorithm,User,TestTime,NAttempted,NGood,Coverage,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
1,svd,134156,0.001,5,5,1.0,1.0,12.465622090756977,0.0,0.0,,0.0
1,svd,135092,0.002,5,5,1.0,0.8912008210868176,10.239057293322526,0.08703934313054587,0.0625,16,0.0625
1,svd,136856,0.002,5,5,1.0,0.9191575423852069,9.888297706828334,0.0,0.0,,0.0
1,svd,137227,0.002,5,5,1.0,0.9540395498415989,9.819607253646886,0.0,0.0,,0.0
1,svd,137446,0.002,5,5,1.0,0.9871407773054001,14.16587528625504,0.0,0.0,,0.0
1,svd,137609,0.002,5,5,1.0,1.0,15.304522170108255,0.12638513079164143,0.16666666666666666,6,0.16666666666666666
5,ii,128263,0.578,5,5,1.0,0.884807830339428,10.40015721397125,0.0,0.0,,0.0
5,lucene-log,18758,0.996,5,5,1.0,0.9738465764760469,13.180960369793672,0.25858988435146313,1.0,1,1.0
5,ii,128590,0.316,5,5,1.0,0.9570331134022183,12.680960369793672,0.0,0.0,,0.0
4,lucene-log,2024,1.919,5,5,1.0,0.9745936878147816,13.430960369793672,0.17423364817783937,0.15476190476190477,7,0.14285714285714285
5,lucene-svd-log,4483,1.451,5,5,1.0,0.9871717623977794,14.200537007218344,0.15691174325280813,0.10427807486631016,11,0.09090909090909091
5,lucene-log,19114,0.673,5,5,1.0,0.9748156835397835,15.627355000150859,0.3717308675536415,0.5555555555555556,1,1.0
5,ii,129078,0.655,5,5,1.0,0.9587917054107784,13.2464252465794,0.0,0.0,,0.0
5,lucene-log,21050,0.366,5,5,1.0,1.0,11.638930695573494,0.0,0.0,,0.0
5,ii,130517,0.548,5,5,1.0,0.9757340007837888,12.684818934934553,0.0,0.0,,0.0
4,lucene-log,2248,1.084,5,5,1.0,0.9545810996591765,11.965622090756977,0.0,0.0,,0.0
5,ii,130589,0.41200000000000003,5,5,1.0,0.9766327226015903,13.184818934934553,0.0,0.0,,0.0
5,ii-log,4347,2.994,5,5,1.0,0.9110130758684948,7.008000942002036,0.12999614061242376,0.125,8,0.125
5,lucene-svd-log,5063,1.558,5,5,1.0,0.8769779952934552,9.157874344253004,0.0,0.0,,0.0
5,ii,130819,0.468,5,5,1.0,0.938165593011533,12.430960369793672,0.0,0.0,,0.0
5,lucene-log,21280,1.193,5,5,1.0,0.8878841615596235,11.546172051081339,0.0,0.0,,0.0
5,ii,131331,0.22,5,5,1.0,0.9568197754754049,12.615495493007945,0.09520367792872651,0.08333333333333333,12,0.08333333333333333
5,lucene-log,21401,0.217,5,5,1.0,0.9507788629551863,14.56189012336513,0.0,0.0,,0.0
5,lucene-svd-log,8335,0.292,5,5,1.0,1.0,13.204395572359223,0.0,0.0,,0.0
5,ii,132470,0.28300000000000003,5,5,1.0,0.9508205873897505,14.50028381172028,0.0,0.0,,0.0
5,ii,132595,0.329,5,5,1.0,0.9759569785703663,14.98134016304077,0.0,0.0,,0.0
5,lucene-svd-log,9263,0.6930000000000001,5,5,1.0,0.9780887754829813,16.33083377204464,0.0,0.0,,0.0
5,lucene-log,22074,0.736,5,5,1.0,0.9572270685462846,10.50028381172028,0.0,0.0,,0.0
4,lucene-log,2945,1.722,5,5,1.0,0.9293641297928911,12.346551844328435,0.3738917864485203,0.6666666666666666,1,1.0
5,lucene-log,22245,0.26,5,5,1.0,1.0,12.508000942002038,0.0,0.0,,0.0
5,ii,133811,0.557,5,5,1.0,1.0,16.696678442077467,0.0,0.0,,0.0
4,lucene-log,3569,0.606,5,5,1.0,0.9456333295527237,15.992566681438523,0.0,0.0,,0.0
5,ii-log,4483,1.821,5,5,1.0,0.9871717623977794,14.200537007218344,0.15677663865577435,0.10416666666666666,12,0.08333333333333333
5,ii,134181,0.614,5,5,1.0,1.0,13.184818934934553,0.0,0.0,,0.0
4,lucene-log,3915,0.79,5,5,1.0,0.9241551965988403,12.184818934934553,0.051802815758140656,0.047619047619047616,21,0.047619047619047616
5,ii,134964,0.417,5,5,1.0,1.0,12.50028381172028,0.0,0.0,,0.0
5,lucene-svd-log,10164,1.8760000000000001,5,5,1.0,0.9931094901590858,14.430960369793672,0.0,0.0,,0.0
5,ii,135223,0.438,5,5,1.0,0.944308694454217,12.516001884004073,0.0,0.0,,0.0
5,lucene-log,22352,1.764,5,5,1.0,0.9892098579397847,15.180960369793672,0.29322547798664284,0.5,2,0.5
4,lucene-log,4215,1.04,5,5,1.0,0.9683859417693346,15.315748688506009,0.19802950973266406,0.1588235294117647,5,0.2
5,ii,138072,0.593,5,5,1.0,0.9831774056582109,10.784945532683583,0.0,0.0,,0.0
5,lucene-svd-log,10573,1.135,5,5,1.0,0.9704115150648652,12.7464252465794,0.0,0.0,,0.0
4,lucene-log,5611,0.597,5,5,1.0,1.0,15.131213565291738,0.08295720961267672,0.08333333333333333,12,0.08333333333333333
5,ii-log,5063,2.316,5,5,1.0,0.8769779952934552,9.157874344253004,0.0,0.0,,0.0
5,lucene-log,24797,1.151,5,5,1.0,1.0,16.87735500015086,0.49129345408552544,0.34761904761904766,2,0.5
5,ii-log,8335,0.426,5,5,1.0,0.9693764887668569,12.800030616222216,0.0,0.0,,0.0
4,lucene-log,9050,0.933,5,5,1.0,0.98520472838147,13.33469233718552,0.14776564820083607,0.25,4,0.25
5,lucene-log,25268,1.123,5,5,1.0,0.9921930758985826,13.215622090756977,0.10471140039611743,0.08333333333333333,12,0.08333333333333333
4,lucene-log,9745,0.5630000000000001,5,5,1.0,0.9645543931907231,15.492566681438523,0.2801662796493595,1.0,1,1.0
5,ii-log,9263,1.149,5,5,1.0,0.9780887754829813,16.33083377204464,0.0,0.0,,0.0
5,lucene-svd-log,11081,1.776,5,5,1.0,1.0,9.573465818787767,0.28001748964988726,0.23809523809523808,3,0.3333333333333333
4,lucene-log,9991,0.294,5,5,1.0,0.9301124291831269,11.984565739436487,0.0,0.0,,0.0
5,lucene-log,25645,0.625,5,5,1.0,1.0,13.815748688506009,0.09133486252487474,0.1111111111111111,9,0.1111111111111111
5,lucene-svd-log,12014,0.274,5,5,1.0,0.962616692487015,10.90015721397125,0.09041684901282886,0.06666666666666667,15,0.06666666666666667
5,lucene-svd-log,12930,0.22,5,5,1.0,0.9241181482966017,10.40015721397125,0.0,0.0,,0.0
5,lucene-log,26022,0.452,5,5,1.0,0.8961369797788216,12.546172051081339,0.0,0.0,,0.0
4,lucene-log,11406,0.738,5,5,1.0,1.0,14.2464252465794,0.0,0.0,,0.0
4,lucene-log,11571,0.392,5,5,1.0,0.9548268843262842,13.08532532593068,0.1039687406065442,0.14285714285714285,7,0.14285714285714285
4,lucene-log,12255,0.215,5,5,1.0,0.9196948315155846,12.2464252465794,0.0,0.0,,0.0
5,lucene-svd-log,12999,0.936,5,5,1.0,0.9869250142731614,15.115495493007945,0.07345380385121345,0.0625,16,0.0625
4,lucene-log,12721,0.212,5,5,1.0,0.9956110603280482,14.850410409469312,0.0,0.0,,0.0
5,lucene-svd-log,13340,0.26,5,5,1.0,0.8922631926978314,10.134439141687455,0.0,0.0,,0.0
5,lucene-svd-log,13927,0.266,5,5,1.0,0.9978378433706034,15.9964252465794,0.4020515979134133,0.5909090909090909,1,1.0
5,lucene-log,26222,1.595,5,5,1.0,0.9611954054320678,12.385072130432615,0.0,0.0,,0.0
5,lucene-log,27142,0.212,5,5,1.0,0.9694125094538835,15.846551844328435,0.30587490546116547,1.0,1,1.0
5,ii-log,10164,2.82,5,5,1.0,0.9931094901590858,14.430960369793672,0.0,0.0,,0.0
5,lucene-svd-log,14328,0.888,5,5,1.0,0.9570331134022183,12.680960369793672,0.07726869203613973,0.06666666666666667,15,0.06666666666666667
5,lucene-log,27456,0.597,5,5,1.0,0.9936676389117405,15.711763525616098,0.0,0.0,,0.0
4,lucene-log,12778,1.389,5,5,1.0,0.9216011358109539,11.031086967542706,0.0,0.0,,0.0
5,lucene-log,27474,0.279,5,5,1.0,0.9774491682912535,13.673592416536797,0.5003911166581145,0.75,1,1.0
5,lucene-svd-log,14833,0.504,5,5,1.0,0.9681310726443159,13.200537007218344,0.0,0.0,,0.0
4,lucene-log,13814,0.453,5,5,1.0,0.9651607914020831,14.81189012336513,0.0,0.0,,0.0
5,lucene-log,27579,0.323,5,5,1.0,0.9935659102489935,15.461763525616098,0.0740148595391252,0.06666666666666667,15,0.06666666666666667
5,lucene-svd-log,15415,0.859,5,5,1.0,0.9299042992737949,13.777228402401827,0.3206047902044281,0.5625,1,1.0
4,lucene-log,15479,0.8200000000000001,5,5,1.0,0.9661271703623366,13.830833772044642,0.06700661538175082,0.05555555555555555,18,0.05555555555555555
5,ii-log,10573,1.708,5,5,1.0,0.9704115150648652,12.7464252465794,0.0,0.0,,0.0
5,lucene-log,27731,0.916,5,5,1.0,0.8638299681577274,12.080833772044642,0.0,0.0,,0.0
5,lucene-svd-log,17039,0.468,5,5,1.0,0.9754831968641615,13.930960369793672,0.08169312807338858,0.125,8,0.125
4,lucene-log,16539,0.387,5,5,1.0,1.0,14.7464252465794,0.13986387018849872,0.08095238095238094,15,0.06666666666666667
4,lucene-log,16559,0.28800000000000003,5,5,1.0,0.9952747505548145,13.788804097824462,0.09479010964726257,0.07142857142857142,14,0.07142857142857142
5,lucene-svd-log,17318,0.854,5,5,1.0,0.9858865741570014,15.31189012336513,0.5539169512066184,0.6428571428571429,1,1.0
4,lucene-log,16766,0.772,5,5,1.0,0.9935051443580323,10.60426897461019,0.32791209027031837,0.5,2,0.5
5,lucene-log,27898,1.52,5,5,1.0,0.8867997944409265,11.781086967542706,0.04284365489810239,0.047619047619047616,21,0.047619047619047616
5,lucene-svd-log,17630,1.17,5,5,1.0,0.9807414893378015,14.4964252465794,0.21342468079542964,0.3333333333333333,3,0.3333333333333333
5,lucene-log,28176,0.84,5,5,1.0,0.9712358996640433,15.842693279187555,0.0948640051664924,0.16666666666666666,6,0.16666666666666666
5,ii-log,11081,2.634,5,5,1.0,1.0,9.573465818787767,0.22918916524184219,0.175,4,0.25
4,lucene-log,17022,1.3880000000000001,5,5,1.0,0.9215061229292294,11.2464252465794,0.0,0.0,,0.0
4,lucene-log,17278,0.34800000000000003,5,5,1.0,0.9792868156563701,11.819607253646886,0.16620796052662923,0.10795454545454546,8,0.125
5,ii-log,12014,0.482,5,5,1.0,0.962616692487015,10.90015721397125,0.17872903328602294,0.12916666666666665,8,0.125
5,lucene-svd-log,17709,0.862,5,5,1.0,0.9881347998251931,16.677101804652793,0.06643334344024018,0.045454545454545456,22,0.045454545454545456
5,lucene-log,32234,0.8140000000000001,5,5,1.0,0.9823134966915553,13.885072130432615,0.3537300661688927,1.0,1,1.0
4,lucene-log,19343,0.46900000000000003,5,5,1.0,1.0,16.696678442077467,0.20383591875316148,0.1625,5,0.2
5,ii-log,12930,0.424,5,5,1.0,0.9241181482966017,10.40015721397125,0.0,0.0,,0.0
4,lucene-log,20408,0.219,5,5,1.0,0.8013330643444004,9.2464252465794,0.0,0.0,,0.0
5,lucene-svd-log,18127,1.1400000000000001,5,5,1.0,1.0,12.569607253646886,0.138495785701686,0.16666666666666666,6,0.16666666666666666
5,ii-log,12999,1.395,5,5,1.0,0.9869250142731614,15.115495493007945,0.07940008155367309,0.07692307692307693,13,0.07692307692307693
5,lucene-log,32780,1.81,5,5,1.0,0.9971562361082169,12.154015779112127,0.09486339311745641,0.09090909090909091,11,0.09090909090909091
5,ii-log,13340,0.484,5,5,1.0,0.8922631926978314,10.134439141687455,0.0,0.0,,0.0
4,lucene-log,21391,1.7890000000000001,5,5,1.0,0.9797071452966981,12.069607253646886,0.0,0.0,,0.0
5,lucene-log,33003,0.556,5,5,1.0,0.929354525587685,12.146298648830369,0.0,0.0,,0.0
5,ii-svd-log,1741,2.358,5,5,1.0,0.8976332717519826,9.984565739436487,0.0,0.0,,0.0
5,ii-log,13927,0.47800000000000004,5,5,1.0,0.9978378433706034,15.9964252465794,0.3988946439628635,0.5833333333333334,1,1.0
5,lucene-svd-log,18390,1.692,5,5,1.0,0.8552551973969483,9.50028381172028,0.0,0.0,,0.0
5,lucene-log,33860,0.494,5,5,1.0,0.9609671082426451,13.550030616222216,0.0,0.0,,0.0
5,lucene-svd-log,18634,0.887,5,5,1.0,0.9519246685856497,13.865495493007945,0.0,0.0,,0.0
5,ii-svd-log,2847,1.027,5,5,1.0,0.8584198229175539,9.050030616222216,0.0,0.0,,0.0
4,lucene-log,21860,1.463,5,5,1.0,0.9810395624495365,10.161732909393884,0.15475116866775152,0.14285714285714285,7,0.14285714285714285
5,ii-log,14328,1.493,5,5,1.0,0.9596490363104239,12.715622090756977,0.06584139482132803,0.041666666666666664,24,0.041666666666666664
5,lucene-svd-log,18758,0.897,5,5,1.0,0.9738465764760469,13.180960369793672,0.25858988435146313,1.0,1,1.0
4,lucene-log,23433,0.8170000000000001,5,5,1.0,1.0,14.965622090756977,0.2557410818419947,0.2361111111111111,4,0.25
5,lucene-log,34494,1.893,5,5,1.0,0.9442259997861138,13.550030616222216,0.0,0.0,,0.0
5,ii-log,14833,0.9480000000000001,5,5,1.0,0.981664930144226,13.385072130432615,0.0,0.0,,0.0
5,lucene-svd-log,19114,0.619,5,5,1.0,0.9748156835397835,15.627355000150859,0.3696263930596914,0.55,1,1.0
5,lucene-svd-log,21050,0.34900000000000003,5,5,1.0,1.0,11.638930695573494,0.0,0.0,,0.0
4,lucene-log,23638,1.103,5,5,1.0,0.9504756133398787,12.484565739436487,0.304528209687742,1.0,1,1.0
4,lucene-log,24389,0.417,5,5,1.0,0.9699916277621785,16.162016721114163,0.16915857192911593,0.12681159420289856,6,0.16666666666666666
5,lucene-log,35050,1.409,5,5,1.0,0.9938590977993882,11.219480655897856,0.07585186969262844,0.058823529411764705,17,0.058823529411764705
5,ii-log,15415,1.387,5,5,1.0,0.9299042992737949,13.777228402401827,0.11627534109228242,0.2,5,0.2
5,ii-svd-log,4347,2.823,5,5,1.0,0.9110130758684948,7.008000942002036,0.1024302776654482,0.07142857142857142,14,0.07142857142857142
5,lucene-svd-log,21280,1.179,5,5,1.0,0.8878841615596235,11.546172051081339,0.0,0.0,,0.0
5,lucene-svd-log,21401,0.223,5,5,1.0,0.9387301458491948,14.377355000150859,0.0,0.0,,0.0
5,lucene-log,35259,0.85,5,5,1.0,0.9863143544502677,14.154015779112127,0.4390670049598604,0.34090909090909094,2,0.5
4,lucene-log,26172,1.1420000000000001,5,5,1.0,0.9152351171285839,11.961763525616098,0.05504659671419321,0.05555555555555555,18,0.05555555555555555
5,ii-log,17039,0.806,5,5,1.0,0.9754831968641615,13.930960369793672,0.06836316535273805,0.08333333333333333,12,0.08333333333333333
5,lucene-svd-log,22074,0.738,5,5,1.0,0.9572270685462846,10.50028381172028,0.0,0.0,,0.0
5,lucene-log,35613,0.6920000000000001,5,5,1.0,0.8062609984830965,8.900157213971248,0.05852217607860319,0.2,5,0.2
5,lucene-svd-log,22245,0.27,5,5,1.0,1.0,12.508000942002038,0.0,0.0,,0.0
5,lucene-log,38256,0.218,5,5,1.0,0.9883548720865531,15.662016721114163,0.0,0.0,,0.0
5,ii-svd-log,4483,1.758,5,5,1.0,0.9871717623977794,14.200537007218344,0.155289136102219,0.10049019607843138,12,0.08333333333333333
5,ii-log,17318,1.33,5,5,1.0,0.9977682359878776,15.4964252465794,0.5585461446813726,0.6428571428571429,1,1.0
5,lucene-log,39714,0.682,5,5,1.0,0.9306806467413099,11.930960369793672,0.0,0.0,,0.0
4,lucene-log,26480,1.766,5,5,1.0,0.9807182410338627,12.715622090756977,0.24326543346070742,0.24358974358974358,3,0.3333333333333333
1,svd-log,320,0.022,5,5,1.0,0.9950728232368649,14.00028381172028,0.4260809256779288,0.5434782608695652,1,1.0
1,svd-log,370,0.017,5,5,1.0,0.9866132860099631,13.600410409469312,0.14031713303376073,0.16666666666666666,6,0.16666666666666666
1,svd-log,1387,0.02,5,5,1.0,0.9338655724538978,13.527228402401827,0.17258996903757562,0.25,4,0.25
1,svd-log,1588,0.017,5,5,1.0,0.9753252858231372,12.469480655897856,0.0,0.0,,0.0
1,svd-log,1835,0.02,5,5,1.0,0.992242282421014,16.746425246579403,0.06461447661188083,0.041666666666666664,24,0.041666666666666664
1,svd-log,2702,0.018000000000000002,5,5,1.0,0.9881183381691238,15.346551844328435,0.12454144646894234,0.16666666666666666,6,0.16666666666666666
1,svd-log,3076,0.019,5,5,1.0,0.9797120692344223,13.7464252465794,0.2850812634297661,1.0,1,1.0
1,svd-log,8932,0.015,5,5,1.0,0.9052880005502097,11.546172051081339,0.42282649051323806,0.8333333333333333,1,1.0
1,svd-log,10387,0.019,5,5,1.0,1.0,13.784945532683583,0.7137745745646763,0.7222222222222222,1,1.0
1,svd-log,10514,0.011,5,5,1.0,0.9572094353550374,11.184818934934553,0.09932190033632943,0.16666666666666666,6,0.16666666666666666
1,svd-log,12882,0.021,5,5,1.0,1.0,15.41587528625504,0.4073586486294557,0.5666666666666667,1,1.0
1,svd-log,13215,0.017,5,5,1.0,0.9439379978994519,10.623212623289701,0.16953448165320517,0.12698412698412698,7,0.14285714285714285
1,svd-log,13565,0.017,5,5,1.0,1.0,12.965622090756977,0.09732348346343352,0.1111111111111111,9,0.1111111111111111
1,svd-log,13700,0.02,5,5,1.0,0.944302800235103,12.781086967542706,0.20976692401278038,0.3333333333333333,3,0.3333333333333333
1,svd-log,13952,0.018000000000000002,5,5,1.0,1.0,13.815748688506009,0.0,0.0,,0.0
1,svd-log,14644,0.02,5,5,1.0,1.0,14.031086967542706,0.0,0.0,,0.0
1,svd-log,16337,0.021,5,5,1.0,0.8511662291783946,11.369987046893984,0.04330289040721177,0.05,20,0.05
1,svd-log,16472,0.02,5,5,1.0,0.9359286589414245,13.430960369793672,0.3484220908902147,1.0,1,1.0
1,svd-log,17194,0.022,5,5,1.0,1.0,13.919733851395918,0.0,0.0,,0.0
1,svd-log,18192,0.019,5,5,1.0,1.0,13.781086967542706,0.28232956133246834,0.2216931216931217,7,0.14285714285714285
1,svd-log,19414,0.019,5,5,1.0,0.9918265895478082,12.15015721397125,0.06504713545305496,0.047619047619047616,21,0.047619047619047616
1,svd-log,19800,0.019,5,5,1.0,0.977910303501218,13.965622090756977,0.0,0.0,,0.0
1,svd-log,20028,0.021,5,5,1.0,0.9005751302970926,10.557747746503972,0.07108327393937654,0.125,8,0.125
1,svd-log,21058,0.02,5,5,1.0,0.983602713688175,14.9964252465794,0.0,0.0,,0.0
1,svd-log,21413,0.021,5,5,1.0,0.8428869572864475,9.781086967542706,0.0,0.0,,0.0
1,svd-log,22363,0.017,5,5,1.0,0.9940711372160882,5.811606311644851,0.14254107555201576,0.125,8,0.125
1,svd-log,23068,0.017,5,5,1.0,0.9472716578173831,14.096551844328435,0.0,0.0,,0.0
1,svd-log,23171,0.018000000000000002,5,5,1.0,0.9964224507459317,9.654015779112127,0.061879566784595844,0.05555555555555555,18,0.05555555555555555
1,svd-log,23428,0.02,5,5,1.0,1.0,17.80803155822425,0.0,0.0,,0.0
1,svd-log,23852,0.019,5,5,1.0,0.9271311427558745,10.865495493007945,0.0,0.0,,0.0
1,svd-log,24386,0.021,5,5,1.0,0.9757929980005415,14.877355000150859,0.0,0.0,,0.0
5,lucene-svd-log,22352,1.841,5,5,1.0,0.9892098579397847,15.180960369793672,0.29322547798664284,0.5,2,0.5
1,svd-log,24802,0.021,5,5,1.0,0.9051523780476558,11.635072130432615,0.0,0.0,,0.0
1,svd-log,24884,0.017,5,5,1.0,0.9441359203618218,11.83469233718552,0.0,0.0,,0.0
1,svd-log,25411,0.012,5,5,1.0,0.9413414559938666,13.946678442077467,0.0,0.0,,0.0
1,svd-log,26674,0.021,5,5,1.0,0.8617505957422534,10.646298648830369,0.0,0.0,,0.0
1,svd-log,27365,0.018000000000000002,5,5,1.0,0.9260223032612019,11.7464252465794,0.0,0.0,,0.0
1,svd-log,27484,0.02,5,5,1.0,0.918048787829381,10.300030616222216,0.07937247677341713,0.14285714285714285,7,0.14285714285714285
1,svd-log,27735,0.021,5,5,1.0,0.7925295247834439,9.492282869718244,0.0,0.0,,0.0
1,svd-log,31362,0.019,5,5,1.0,0.9759049960590634,14.180960369793672,0.4129078584005362,0.75,1,1.0
1,svd-log,31444,0.031,5,5,1.0,0.962572226924885,15.046172051081339,0.37110309408802644,0.5909090909090909,1,1.0
1,svd-log,33871,0.02,5,5,1.0,0.9364685411336762,15.308031558224252,0.0,0.0,,0.0
1,svd-log,34239,0.023,5,5,1.0,0.9852176115881034,16.662016721114163,0.16787967620247912,0.3333333333333333,3,0.3333333333333333
1,svd-log,35522,0.015,5,5,1.0,0.9788601136252961,13.180960369793672,0.14938967215036325,0.10833333333333334,12,0.08333333333333333
5,lucene-log,40618,1.334,5,5,1.0,0.9438219517605217,12.600410409469312,0.07799025852271944,0.05,20,0.05
1,svd-log,35983,0.022,5,5,1.0,0.9767666422222251,16.177101804652793,0.2489855320139361,0.20666666666666667,3,0.3333333333333333
1,svd-log,36229,0.021,5,5,1.0,0.9580322874174291,12.9964252465794,0.3514641310191138,0.31666666666666665,2,0.5
1,svd-log,36727,0.019,5,5,1.0,0.9654352922492367,13.965622090756977,0.0,0.0,,0.0
1,svd-log,38159,0.017,5,5,1.0,0.959670769059917,14.73134016304077,0.0,0.0,,0.0
1,svd-log,39061,0.02,5,5,1.0,0.9482792725744953,11.350410409469312,0.0,0.0,,0.0
1,svd-log,42015,0.021,5,5,1.0,0.969609813875519,12.881213565291738,0.18996833732415264,0.3333333333333333,3,0.3333333333333333
1,svd-log,43068,0.019,5,5,1.0,0.9759049960590634,14.180960369793672,0.0,0.0,,0.0
1,svd-log,44086,0.021,5,5,1.0,0.9199757006313191,13.662016721114163,0.1515109642064367,0.25,4,0.25
1,svd-log,45153,0.021,5,5,1.0,0.9844352066861466,15.81189012336513,0.15564793313853303,0.25,4,0.25
4,lucene-log,26855,1.161,5,5,1.0,0.8057485022657614,8.265368895258913,0.021261870925795068,0.041666666666666664,24,0.041666666666666664
1,svd-log,45182,0.02,5,5,1.0,0.8915314822214825,13.877355000150859,0.15391826855096855,0.19166666666666665,4,0.25
1,svd-log,45371,0.021,5,5,1.0,0.9646307204528896,15.527228402401827,0.4478135570407835,0.8333333333333333,1,1.0
1,svd-log,45619,0.013000000000000001,5,5,1.0,1.0,13.465622090756977,0.0,0.0,,0.0
1,svd-log,45669,0.016,5,5,1.0,0.9766248871689148,12.550030616222216,0.0,0.0,,0.0
1,svd-log,45854,0.02,5,5,1.0,1.0,15.81189012336513,0.10137512526838628,0.14285714285714285,7,0.14285714285714285
1,svd-log,46392,0.02,5,5,1.0,0.988220567325965,15.48134016304077,0.10638835278670772,0.125,8,0.125
1,svd-log,46403,0.021,5,5,1.0,0.9401776007466898,11.550030616222216,0.0,0.0,,0.0
1,svd-log,47150,0.018000000000000002,5,5,1.0,0.9595460215969994,13.131213565291738,0.06599210346046587,0.1,10,0.1
1,svd-log,47953,0.016,5,5,1.0,0.98285508189165,12.565748688506009,0.20172030636457705,0.1588235294117647,5,0.2
1,svd-log,48512,0.02,5,5,1.0,0.9503487662822221,12.15015721397125,0.0,0.0,,0.0
1,svd-log,49455,0.027,5,5,1.0,1.0,10.823465818787767,0.10779048838880465,0.125,8,0.125
1,svd-log,50019,0.021,5,5,1.0,0.9518227850305006,13.83469233718552,0.39882129983937165,0.5476190476190477,1,1.0
1,svd-log,51255,0.022,5,5,1.0,1.0,15.381213565291738,0.2328917655379696,0.12564102564102564,13,0.07692307692307693
1,svd-log,52208,0.021,5,5,1.0,0.9264802220086835,12.172959427791637,0.17124681240293207,0.25,4,0.25
1,svd-log,52762,0.018000000000000002,5,5,1.0,0.9333355194194052,9.803889181363095,0.0,0.0,,0.0
5,ii-log,17630,1.855,5,5,1.0,0.9807414893378015,14.4964252465794,0.14568500916715438,0.2,5,0.2
1,svd-log,53407,0.018000000000000002,5,5,1.0,0.8574379262688187,9.43867750007543,0.0,0.0,,0.0
1,svd-log,53834,0.017,5,5,1.0,0.9802914017707033,12.434818934934553,0.0,0.0,,0.0
1,svd-log,53930,0.015,5,5,1.0,0.992128090724946,12.619354058148824,0.0,0.0,,0.0
1,svd-log,55679,0.02,5,5,1.0,0.963498915726197,12.800030616222216,0.24596781095119882,0.16714766714766713,7,0.14285714285714285
1,svd-log,55704,0.019,5,5,1.0,0.945434838014385,13.06189012336513,0.0,0.0,,0.0
1,svd-log,56246,0.02,5,5,1.0,0.9953240321649106,13.934818934934553,0.3571356171947222,0.5,2,0.5
1,svd-log,57866,0.021,5,5,1.0,0.9401383772974593,13.053889181363095,0.36843681721984173,0.5833333333333334,1,1.0
1,svd-log,57937,0.02,5,5,1.0,1.0,15.385072130432615,0.08124758788276484,0.0625,16,0.0625
1,svd-log,58802,0.014,5,5,1.0,0.9959753553914127,16.200537007218344,0.4546591383150778,0.4444444444444444,3,0.3333333333333333
1,svd-log,59527,0.02,5,5,1.0,1.0,14.781086967542706,0.4873782927016613,0.5380952380952381,1,1.0
1,svd-log,60022,0.019,5,5,1.0,1.0,14.531086967542706,0.06601363465893156,0.05555555555555555,18,0.05555555555555555
5,ii-svd-log,5063,2.43,5,5,1.0,0.8769779952934552,9.157874344253004,0.0,0.0,,0.0
1,svd-log,63902,0.017,5,5,1.0,0.9098820432444791,11.4964252465794,0.11276775737593701,0.14285714285714285,7,0.14285714285714285
1,svd-log,64100,0.02,5,5,1.0,0.9623431329832919,11.407874344253004,0.43584861097152267,0.375,2,0.5
1,svd-log,65155,0.019,5,5,1.0,0.9865207807316516,12.119354058148824,0.16633884213876532,0.10555555555555556,10,0.1
1,svd-log,66756,0.021,5,5,1.0,0.9835012864948669,11.00028381172028,0.22681703286364893,0.1325925925925926,9,0.1111111111111111
1,svd-log,67608,0.021,5,5,1.0,0.9641977996575662,13.465622090756977,0.0,0.0,,0.0
1,svd-log,68037,0.02,5,5,1.0,0.9754831968641615,13.930960369793672,0.32573228650007935,0.31666666666666665,2,0.5
1,svd-log,68874,0.021,5,5,1.0,0.8810430255098699,9.258000942002038,0.0,0.0,,0.0
1,svd-log,71052,0.02,5,5,1.0,0.9409360227309265,12.50028381172028,0.6359161211814696,0.6104166666666666,1,1.0
1,svd-log,71362,0.021,5,5,1.0,0.9853044598475851,14.696678442077467,0.10056399448326363,0.125,8,0.125
1,svd-log,73445,0.018000000000000002,5,5,1.0,0.9585093045982733,16.177101804652793,0.07247893467786841,0.058823529411764705,17,0.058823529411764705
1,svd-log,74546,0.02,5,5,1.0,0.9275440603800351,8.619354058148822,0.09640434817510986,0.06666666666666667,15,0.06666666666666667
1,svd-log,75195,0.018000000000000002,5,5,1.0,0.9882808243569849,15.56189012336513,0.15876619365040173,0.25,4,0.25
1,svd-log,76008,0.018000000000000002,5,5,1.0,0.9870205631881583,14.934818934934553,0.5543904563910125,0.44771241830065356,2,0.5
1,svd-log,78362,0.014,5,5,1.0,0.8149819373296249,7.422959427791637,0.0,0.0,,0.0
5,lucene-svd-log,24797,1.217,5,5,1.0,1.0,16.87735500015086,0.49129345408552544,0.5142857142857142,1,1.0
1,svd-log,79107,0.021,5,5,1.0,0.9412317883591648,8.008000942002036,0.0,0.0,,0.0
1,svd-log,79607,0.024,5,5,1.0,0.9939543978976303,16.4617635256161,0.0,0.0,,0.0
1,svd-log,80070,0.021,5,5,1.0,0.9967571553203791,10.654015779112127,0.0,0.0,,0.0
1,svd-log,81114,0.019,5,5,1.0,0.8833863549710846,11.253509388115997,0.0,0.0,,0.0
1,svd-log,82472,0.02,5,5,1.0,0.9652379794123673,12.065748688506009,0.0,0.0,,0.0
1,svd-log,82715,0.02,5,5,1.0,0.9084036876455287,12.253509388115997,0.1003765345404202,0.16666666666666666,6,0.16666666666666666
