Partition,Algorithm,User,TestTime,NAttempted,NGood,Coverage,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
5,lucene,40618,0.203,5,5,1.0,0.9438219517605217,12.600410409469312,0.0,0.0,,0.0
1,ii,320,0.262,5,5,1.0,1.0,14.069607253646886,0.3553759468803924,0.5,2,0.5
5,lucene,41941,0.146,5,5,1.0,1.0,14.531086967542706,0.06734542093504459,0.058823529411764705,17,0.058823529411764705
5,lucene,43618,0.128,5,5,1.0,1.0,12.254142376861159,0.0,0.0,,0.0
5,lucene,45015,0.123,5,5,1.0,0.985063047955851,12.169733851395918,0.1394421827656483,0.2,5,0.2
5,lucene,45537,0.076,5,5,1.0,0.9320511084168158,8.922959427791637,0.0,0.0,,0.0
5,lucene,46093,0.049,5,5,1.0,0.9882735835686266,11.684818934934553,0.0,0.0,,0.0
1,ii,370,0.428,5,5,1.0,0.9698517869693858,13.369354058148824,0.0,0.0,,0.0
5,lucene,48410,0.128,5,5,1.0,0.984951213366015,14.346551844328435,0.0,0.0,,0.0
5,lucene,49830,0.127,5,5,1.0,0.9737740122509047,15.430960369793672,0.0,0.0,,0.0
5,lucene,53023,0.081,5,5,1.0,0.9775003326464001,13.050030616222216,0.0,0.0,,0.0
1,ii,1387,0.315,5,5,1.0,0.9800817171018268,14.196678442077467,0.0,0.0,,0.0
5,lucene,53819,0.045,5,5,1.0,1.0,16.912016721114163,0.08246885934747145,0.08333333333333333,12,0.08333333333333333
5,lucene,54437,0.125,5,5,1.0,0.9389906483451513,13.677101804652795,0.0,0.0,,0.0
5,lucene,54805,0.097,5,5,1.0,0.984936630069611,16.346551844328435,0.0,0.0,,0.0
5,lucene,58166,0.122,5,5,1.0,0.972810330300105,10.184818934934553,0.0,0.0,,0.0
1,ii,1588,0.498,5,5,1.0,0.9620714131928271,12.300030616222216,0.0,0.0,,0.0
5,lucene,58346,0.137,5,5,1.0,0.9406671345861026,14.877355000150859,0.11967749981320483,0.3333333333333333,3,0.3333333333333333
5,lucene,58612,0.138,5,5,1.0,0.9458520998073817,14.31189012336513,0.07131986439157664,0.05555555555555555,18,0.05555555555555555
5,lucene,59812,0.12,5,4,0.8,0.8944500543493124,12.77371901428583,0.0,0.0,,0.0
1,ii,1835,0.297,5,5,1.0,0.9703745047730802,16.37735500015086,0.0,0.0,,0.0
5,lucene,60729,0.058,5,5,1.0,0.9928779287722987,14.4964252465794,0.0,0.0,,0.0
5,lucene,61276,0.056,5,5,1.0,0.9833405807130657,11.592409467467276,0.0,0.0,,0.0
5,lucene,61400,0.23,5,4,0.8,0.966449984598875,13.404648767857287,0.0,0.0,,0.0
5,lucene,61755,0.048,5,5,1.0,0.9672225770943947,15.777228402401827,0.0,0.0,,0.0
5,lucene,62314,0.117,5,5,1.0,0.9133359062583841,10.538804097824462,0.0,0.0,,0.0
