Partition,Algorithm,BlendWeight,User,TestTime,NAttempted,NGood,Coverage,RMSE,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
5,lucene,,94883,0.064,5,5,1.0,0.7271685647938478,0.9564191081222446,13.930960369793672,0.343271060549435,1.0,1,1.0
1,ii,,1588,0.302,5,5,1.0,0.6458312973779091,0.9620714131928271,12.300030616222216,0.0,0.0,,0.0
5,lucene,,96482,0.089,5,5,1.0,0.6525339169228932,1.0,10.473339221038733,0.0,0.0,,0.0
5,lucene,,96557,0.043000000000000003,5,5,1.0,0.5928502178460333,0.9847041380931408,16.342693279187557,0.0,0.0,,0.0
5,lucene,,96610,0.049,5,5,1.0,1.0087538594753942,0.8798211796624194,11.9964252465794,0.0,0.0,,0.0
1,ii,,1835,0.19,5,5,1.0,0.6935087577265775,0.9703745047730802,16.37735500015086,0.0,0.0,,0.0
5,lucene,,97384,0.057,5,5,1.0,0.21049872109687526,0.9980297660845192,17.55803155822425,0.0,0.0,,0.0
5,lucene,,98541,0.089,5,5,1.0,0.841320862893544,0.9353423147505855,9.12707118843058,0.0,0.0,,0.0
5,lucene,,99093,0.07100000000000001,5,5,1.0,0.369452077043561,0.9947629287645176,12.434818934934553,0.0,0.0,,0.0
1,ii,,2702,0.257,5,5,1.0,0.5641715684236327,0.9977682359878776,15.4964252465794,0.1565457962312909,0.09,10,0.1
5,lucene,,100277,0.07,5,5,1.0,0.6033019923370266,0.9585955133928701,13.180960369793672,0.0,0.0,,0.0
5,lucene,,102242,0.063,5,5,1.0,0.5359997901176792,0.9656428803490558,15.027228402401827,0.0,0.0,,0.0
5,lucene,,102668,0.082,5,5,1.0,0.31484069343672216,1.0,11.504142376861159,0.09698869729296164,0.08333333333333333,12,0.08333333333333333
5,lucene,,102750,0.061,5,5,1.0,0.301744661006421,0.9891623510971262,16.842693279187557,0.0,0.0,,0.0
1,ii,,3076,0.232,5,5,1.0,0.4592067064929161,0.9928639457526953,13.930960369793672,0.0,0.0,,0.0
5,lucene,,103286,0.029,5,5,1.0,0.772436728788912,0.9289661147470046,13.531086967542706,0.0,0.0,,0.0
5,lucene,,103754,0.024,5,5,1.0,1.8643578593309962,0.8714202844624216,11.52308602554067,0.0,0.0,,0.0
5,lucene,,103816,0.077,5,5,1.0,1.6398848093027238,0.8643820771093419,11.599777420724152,0.0,0.0,,0.0
5,lucene,,103872,0.092,5,5,1.0,0.5527781249680971,0.9915593767927036,12.215622090756977,0.0,0.0,,0.0
5,lucene,,107020,0.03,5,5,1.0,0.7135724663839387,0.9691953963765411,15.73134016304077,0.0,0.0,,0.0
5,lucene,,108010,0.038,5,5,1.0,0.7239930230883667,0.9545625653616251,10.504142376861159,0.05256616218595263,0.05,20,0.05
1,ii,,8932,0.336,5,5,1.0,1.0613438216705895,0.9421254310132027,12.016001884004073,0.0,0.0,,0.0
5,lucene,,111206,0.051000000000000004,5,5,1.0,0.4779380668560115,1.0,16.031086967542706,0.09015758784889076,0.09090909090909091,11,0.09090909090909091
5,lucene,,112948,0.067,5,5,1.0,0.1927930383827008,1.0,13.465622090756977,0.0,0.0,,0.0
5,lucene,,113645,0.069,5,5,1.0,0.3406394936795207,0.9927182159204826,13.65015721397125,0.10324091960383878,0.1111111111111111,9,0.1111111111111111
5,lucene,,114335,0.021,5,4,0.8,0.5579538764279275,0.871246969904193,14.154648767857287,0.0,0.0,,0.0
5,lucene,,115611,0.077,5,5,1.0,0.5208483025425614,0.9598524972971235,10.388930695573494,0.0,0.0,,0.0
1,ii,,10387,0.263,5,5,1.0,0.7010522280029651,0.9879875133244344,13.619354058148824,0.43525743252116794,0.3125,2,0.5
5,lucene,,115852,0.093,5,3,0.6,0.6407572409490767,0.7503732791328805,8.392789260714373,0.0,0.0,,0.0
5,lucene,,117007,0.06,5,5,1.0,0.26738977829583044,1.0,14.531086967542706,0.0,0.0,,0.0
5,lucene,,117493,0.065,5,5,1.0,0.6462553135126677,0.9799073829996583,15.385072130432615,0.1592302224344697,0.25,4,0.25
5,lucene,,117905,0.075,5,5,1.0,0.7433843382113188,1.0,15.700537007218344,0.0,0.0,,0.0
5,lucene,,118304,0.026000000000000002,5,5,1.0,0.6326018443463205,0.9764610528133133,13.2464252465794,0.0,0.0,,0.0
5,lucene,,119134,0.025,5,5,1.0,0.8882049822687847,0.9521830720761479,13.631213565291738,0.2095594205567938,0.5,2,0.5
1,ii,,10514,0.336,5,5,1.0,0.4009911406394385,1.0,11.684818934934553,0.0,0.0,,0.0
5,lucene,,119330,0.04,5,5,1.0,0.45745383838747516,0.9695726855944607,13.846551844328435,0.0,0.0,,0.0
5,lucene,,119501,0.081,5,5,1.0,0.6537549157860789,1.0,12.754142376861159,0.08791019324999987,0.045454545454545456,22,0.045454545454545456
1,ii,,12882,0.14400000000000002,5,5,1.0,0.7198028743213098,0.9872602348740916,15.219480655897856,0.3243409736492908,0.5,2,0.5
5,lucene,,119522,0.036000000000000004,5,5,1.0,0.6591111035201664,0.9645261739058953,10.034945532683583,0.0,0.0,,0.0
5,lucene,,120479,0.089,5,5,1.0,0.5041597478745845,1.0,15.41587528625504,0.408720984143427,0.34090909090909094,2,0.5
5,lucene,,121052,0.08600000000000001,5,5,1.0,0.6901446914399136,0.960820312809477,13.961763525616098,0.0,0.0,,0.0
5,lucene,,124078,0.08600000000000001,5,5,1.0,0.3650370122980084,1.0,16.06189012336513,0.0,0.0,,0.0
1,ii,,13215,0.28600000000000003,5,5,1.0,0.2596657930813086,0.9836029155279142,11.069607253646886,0.0,0.0,,0.0
5,lucene,,124288,0.033,5,5,1.0,0.7450413932898382,0.9623241291053584,15.427101804652795,0.0,0.0,,0.0
5,lucene,,124448,0.058,5,5,1.0,0.7241941585568518,0.9534942342218479,11.350410409469312,0.0,0.0,,0.0
5,lucene,,124454,0.033,5,5,1.0,0.5205627979072046,0.9672798145143726,14.781086967542706,0.08593941504130752,0.07142857142857142,14,0.07142857142857142
5,lucene,,124849,0.075,5,5,1.0,0.22185168845143863,1.0,13.50028381172028,0.0,0.0,,0.0
5,lucene,,124981,0.021,5,5,1.0,1.1162092700931234,0.9707989342359634,12.269860449144952,0.0,0.0,,0.0
1,ii,,13565,0.28700000000000003,5,5,1.0,0.3619966998364705,1.0,12.965622090756977,0.0,0.0,,0.0
5,lucene,,126912,0.082,5,5,1.0,0.6636784159754524,0.9752053437702881,14.516001884004073,0.13020054550947896,0.2,5,0.2
5,lucene,,128079,0.016,5,5,1.0,0.7170541527628462,1.0,13.069607253646886,0.0,0.0,,0.0
5,lucene,,128263,0.088,5,5,1.0,0.6626937651365727,0.9574618050412351,11.254142376861159,0.0,0.0,,0.0
5,lucene,,128590,0.056,5,5,1.0,0.3811631399164561,0.9811324796093147,13.00028381172028,0.0,0.0,,0.0
1,ii,,13700,0.228,5,5,1.0,0.41501974467764574,1.0,13.534945532683583,0.0,0.0,,0.0
5,lucene,,129078,0.091,5,5,1.0,0.27758703550802327,1.0,13.815748688506009,0.0,0.0,,0.0
5,lucene,,130517,0.089,5,5,1.0,0.688522021824114,0.9704015447443206,12.615495493007945,0.0,0.0,,0.0
5,lucene,,130589,0.075,5,5,1.0,0.5395223700753623,0.9863310189779813,13.315748688506009,0.0,0.0,,0.0
5,lucene,,130819,0.079,5,5,1.0,0.6132338509668749,0.9431062326020467,12.4964252465794,0.0621821546233177,0.05263157894736842,19,0.05263157894736842
1,ii,,13952,0.291,5,5,1.0,0.2920028583559314,1.0,13.815748688506009,0.0,0.0,,0.0
5,lucene,,131331,0.034,5,5,1.0,0.6979728309612264,0.9620775982994201,12.684818934934553,0.0,0.0,,0.0
5,lucene,,132470,0.052000000000000005,5,5,1.0,0.8825382375934614,0.9636986841374485,14.696678442077467,0.0,0.0,,0.0
5,lucene,,132595,0.063,5,5,1.0,0.7470886006295049,0.9889612046091543,15.180960369793672,0.0,0.0,,0.0
5,lucene,,133811,0.065,5,5,1.0,0.6522355459786592,1.0,16.696678442077467,0.0,0.0,,0.0
1,ii,,14644,0.212,5,5,1.0,0.26158170548502185,1.0,14.031086967542706,0.0,0.0,,0.0
5,lucene,,134181,0.094,5,5,1.0,0.30629992848489734,1.0,13.184818934934553,0.2050934484576862,0.1625,8,0.125
1,ii,,16337,0.125,5,5,1.0,1.7324730896508171,0.995099247511231,13.292662662965341,0.0,0.0,,0.0
5,lucene,,134964,0.10200000000000001,5,5,1.0,0.45650665157793313,0.9747633828529599,12.184818934934553,0.0,0.0,,0.0
5,lucene,,135223,0.08600000000000001,5,5,1.0,1.0328786227519748,0.8989825187264696,11.91524229750988,0.0,0.0,,0.0
5,lucene,,138072,0.08700000000000001,5,5,1.0,0.22186701312194454,1.0,10.969480655897856,0.0,0.0,,0.0
1,ii,,16472,0.242,5,5,1.0,0.5354805881662501,1.0,14.350410409469312,0.07813150210310539,0.045454545454545456,22,0.045454545454545456
1,ii,,17194,0.106,5,5,1.0,1.1049511602045252,0.9485642990429695,13.203762583614063,0.0,0.0,,0.0
1,ii,,18192,0.251,5,5,1.0,0.11354482412123655,1.0,13.781086967542706,0.0,0.0,,0.0
1,ii,,19414,0.25,5,5,1.0,0.3525581026717631,0.9767628468582126,11.965622090756977,0.0,0.0,,0.0
1,ii,,19800,0.307,5,5,1.0,0.32681606589126394,1.0,14.281086967542706,0.0,0.0,,0.0
1,ii,,20028,0.332,5,5,1.0,1.0563069354224048,0.937036668568592,10.985198728181647,0.0,0.0,,0.0
1,ii,,21058,0.195,5,5,1.0,0.4311167677252054,0.983602713688175,14.9964252465794,0.0,0.0,,0.0
1,ii,,21413,0.091,5,5,1.0,1.043291209834249,0.9449644880474114,10.965622090756977,0.0,0.0,,0.0
1,ii,,22363,0.303,5,5,1.0,0.5399531243538522,1.0,5.846268032608155,0.0,0.0,,0.0
1,ii,,23068,0.3,5,5,1.0,0.5285512995006059,0.9976707732328937,14.846551844328435,0.0,0.0,,0.0
1,ii,,23171,0.273,5,5,1.0,0.4110923417212558,1.0,9.68867750007543,0.0,0.0,,0.0
1,ii,,23428,0.20400000000000001,5,5,1.0,0.4794246505300298,1.0,17.80803155822425,0.0,0.0,,0.0
1,ii,,23852,0.201,5,5,1.0,0.6796187545155393,0.9428771581837342,11.050030616222216,0.0,0.0,,0.0
1,ii,,24386,0.082,5,5,1.0,0.5180259631904301,1.0,15.2464252465794,0.0,0.0,,0.0
1,ii,,24802,0.07,5,5,1.0,1.2740506994493745,1.0,12.85426897461019,0.0,0.0,,0.0
1,ii,,24884,0.277,5,5,1.0,0.7018188745211951,0.984024406410389,12.33469233718552,0.0,0.0,,0.0
1,ii,,25411,0.331,5,5,1.0,0.8347421875507266,0.9875446643234822,14.631213565291738,0.0,0.0,,0.0
1,ii,,26674,0.165,5,5,1.0,0.9512806060034092,0.9542291917111535,11.788804097824462,0.0,0.0,,0.0
1,ii,,27365,0.231,5,5,1.0,0.7954501122161931,0.9157005356235993,11.615495493007945,0.0,0.0,,0.0
1,ii,,27484,0.215,5,5,1.0,0.5505273510810917,0.9671045159978477,10.850410409469312,0.0,0.0,,0.0
1,ii,,27735,0.074,5,5,1.0,2.995652127584059,0.7905728732374043,9.468847667152694,0.0,0.0,,0.0
1,ii,,31362,0.203,5,5,1.0,0.3165468917881314,1.0,14.531086967542706,0.0,0.0,,0.0
1,ii,,31444,0.23500000000000001,5,5,1.0,0.6619541439510191,0.9670071635750076,15.115495493007945,0.08321757699727375,0.09090909090909091,11,0.09090909090909091
1,ii,,33871,0.148,5,5,1.0,0.5061266882556509,0.9865906372019597,16.12735500015086,0.0,0.0,,0.0
1,ii,,34239,0.117,5,5,1.0,0.7171584791212772,1.0,16.912016721114163,0.18066935526653674,0.12878787878787878,6,0.16666666666666666
1,ii,,35522,0.674,5,5,1.0,0.40389724784227754,1.0,13.465622090756977,0.08286076759650067,0.08333333333333333,12,0.08333333333333333
1,ii,,35983,0.418,5,5,1.0,0.2812326287178277,0.9888578464269647,16.37735500015086,0.0723988822476879,0.05555555555555555,18,0.05555555555555555
