User,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
4768,-0.01429804122,0.01464223338,-0.008920813776,0.01407426788,-0.01765875012,0.01801539856,0.005764026183,-0.01005147726,0.01468347108,0.007715084674,0.01022662206,0.04305590365,0.0008717677875,-0.01477382197,-0.004907204179
156,-0.01329081354,-0.01626934751,-0.009023592753,-8.36E-05,-0.003538165195,0.01947896858,-0.01098180921,-0.007748068617,-0.001340068268,0.01413575305,-0.001194767925,-0.005888457592,0.005631436018,0.01415222336,0.02256016833
5323,-0.008080790239,-0.008261646789,-0.005240051628,0.001877142526,-0.007378592203,-0.0005307376309,0.01264735535,0.01158610942,0.004024025799,8.10E-05,-0.008867660053,-0.002357497983,0.01329145421,0.00678169731,-0.01374032461
174,-0.0159405513,-0.02477345375,-0.001699478364,0.005520600996,0.02327518193,-0.007984508899,-0.003706927585,-0.009816135415,-0.01522182526,0.02109875188,0.01153568092,-0.009982001803,0.004509347441,-0.0205973991,0.006357916509
4529,-0.001024320099,-0.009291751394,-0.01064563577,0.01583130684,-0.01336992516,-0.01299572809,-0.001516337093,-0.005744068496,0.006795649668,-0.0186658271,-0.01712876698,-0.01609253183,-0.004893205749,0.01606864137,0.01287704169
783,-0.001422677729,-0.002901455622,-0.003644868556,0.003423671971,1.89E-05,-0.0003492916412,0.006096633075,0.005154267255,-0.006171719852,0.0004020208996,-0.005022595115,0.007235475786,-0.002654874667,0.004964307327,-0.007758206851
3878,-0.006409659456,0.01962362148,-0.01779800926,0.008679450544,-0.03480014342,0.02505607411,0.006017562971,0.004313867712,0.01124642268,-0.01635847684,0.003519163656,0.02598190135,0.02321078777,0.008215835179,0.01289044181
768,5.74E-05,-0.0008388854697,-0.00189645844,0.0002746620609,0.001394714933,0.0007315758161,0.0008603586243,0.002127232026,0.001702463202,-0.001082523395,-0.001216949076,-0.001217664026,-0.0002585793566,0.005381333485,-0.0008365231545
4469,-0.002139412475,-0.00104876844,-0.004223524864,-0.001461183347,0.003396419814,0.001351667381,-4.31E-06,-0.001164621524,-0.0007850288484,-0.002333226136,-0.00173660634,0.0013235921,0.002992548477,0.0006621543383,-0.001001274141
1882,-0.00582315481,-0.002650640072,0.001356001089,0.002308512538,-0.006798865813,-0.008867315526,-0.002207348023,0.001503838079,-0.01057071161,-0.01060620163,0.003685835131,-0.01373364676,-0.002615366835,0.02259808931,0.002804013443
4997,-0.01299590164,-0.02513383331,-0.07705700198,-0.02444102486,0.003209191357,-0.02987797779,-0.006297182287,-0.01268881637,-0.03367972722,-0.02983333711,-0.01179906564,0.01249207359,-0.01233366345,0.0124706368,0.005417743069
2067,-0.005833611916,0.0164686102,-0.03395497816,-0.002003262003,-0.02635785824,0.004311061479,-0.0103061398,0.0130273313,-0.004222486627,0.004957206036,-0.02247384261,-0.01539020267,0.02166674113,-0.00694872932,-5.22E-06
3806,-0.002967497349,-0.003704715925,-0.005495638392,-0.007492229212,0.001972845923,0.01010613909,0.01387331489,-0.01786056728,-0.002360368872,0.009647888539,0.02683418804,-0.004956707344,-0.01598178407,-0.002716119144,0.004333208341
2848,-0.00793891925,-0.008993913929,-0.003983937929,0.004286487232,-0.004450930595,-0.004349352172,0.002047106096,-0.0217016794,0.02534429143,0.002018889772,-0.01052256568,0.004469564643,0.008230145472,-0.002089169624,-0.003700382039
4433,-0.02093716473,-0.02638207258,-0.01579259389,0.01588133301,-0.006000392974,-0.04772816099,-0.009989817326,0.02861855033,-0.01243565775,-0.01036103658,0.01457537419,0.008646290095,-0.05097150426,-0.002756366324,-0.02295498814
3519,-0.004797248427,0.001826205763,0.003879716051,0.0003005745024,-0.001966005326,0.0007146389057,-0.01214614696,0.002841821207,0.006521992993,-0.003659572382,-0.004274628931,0.0006264308291,0.0006802444152,0.002587116778,-0.002962817383
5338,-0.004293009655,0.001332736745,0.001125543571,0.0001755406959,0.007044275421,-0.008623044722,0.006660257508,0.001974594372,-0.004658071615,-0.00858538801,-0.001963652289,0.003849312049,-0.007654749687,0.01340987981,0.00816256902
3947,-0.001565612156,-0.01047955002,-0.01351030647,0.00392196826,-0.0003282706992,0.007889007115,-0.01641568154,-0.03242130721,-0.005148716006,-0.006319213902,0.007701638816,-0.005491385154,-0.01372637639,0.008256059714,0.0003004389621
4373,-0.009569418103,-0.008127075461,-0.02321738537,0.01225427671,-0.01822602712,0.0142885951,-0.003926515822,-0.03676763455,0.01013380578,0.005296807341,0.0250046987,-0.003509804855,-0.02148561029,-0.007256307205,0.01853713253
